,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,Numero_de_Assentos,Nome_do_Fabricante,Coordenadas
10432,AZUL,Incidente,12/05/2022,PORTO ALEGRE,RS,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao aeródromo de Punta Del Este (SULS), Uruguai, a fim de realizar transporte aéreo público regular, por volta das 15h15min (UTC), com cinco tripulantes e setenta e um passageiros a bordo. Durante o voo de cruzeiro, a aeronave apresentou indicação no EICAS de falha do Sistema Hidráulico. Após efetuados os procedimentos previstos no QRH, o voo alternou pouso no aeródromo Salgado Filho (SBPA), Porto Alegre, RS.",PRAXZ,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,5.0,71.0,,,,ERJ 190-200 LR,125.0,EMBRAER,"-29,9947 -51,1711"
10435,TAM LINHAS AÉREAS S.A.,Incidente,26/11/2022,MANAUS,AM,Norte,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do aeródromo Eduardo Gomes (SBEG), Manaus, AM, com destino ao aeródromo Governador André Franco Montoro (SBGR), Guarulhos, SP, com 06 (seis) tripulantes e 168 (cento e sessenta e oito) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante o voo, a aeronave apresentou mensagem de falha do sistema de pressão de óleo do motor #2. O voo retornou para o aeródromo de origem e o pouso foi feito sem intercorrências.",PRMAK,TPR,TAM LINHAS AÉREAS S.A.,SCF-PP,Cruzeiro,Voo Regular,Nenhum,,,,,,,,,,6.0,168.0,,,,A320-232,183.0,AIRBUS S.A.S.,"-3,0228 -60,0302"
10449,TAM,Incidente,19/06/2022,BRASÍLIA,DF,Centro-Oeste,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","A aeronave decolou do aeródromo Presidente Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao aeródromo Presidente João Batista Figueiredo (SBSI), Sinop, MT, a fim de realizar transporte aéreo público regular, com cinco tripulantes e cento e quarenta e dois passageiros a bordo. Durante a corrida de decolagem, a tripulação foi instruída a abortar o procedimento devido a presença de veículos na pista. O voo procedeu nova decolagem, sem intercorrências.",PRMBN,TPR,TAM LINHAS AEREAS S.A,ATM/CNS,Decolagem,Voo Regular,Nenhum,,,,,,,,,,5.0,142.0,,,,A319-132,154.0,AIRBUS S.A.S.,"-15,8711 -47,9186"
10454,TAM,Incidente,19/06/2022,BRASÍLIA,DF,Centro-Oeste,INCURSÃO EM PISTA,"A aeronave decolou do aeródromo Presidente Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao aeródromo Presidente João Batista Figueiredo (SBSI), Sinop, MT, a fim de realizar transporte aéreo público regular, com cinco tripulantes e cento e quarenta e dois passageiros a bordo. Durante a corrida de decolagem, a tripulação foi instruída a abortar o procedimento devido a presença de veículos na pista. O voo procedeu nova decolagem, sem intercorrências.",PRMBN,TPR,TAM LINHAS AEREAS S.A,RI,Decolagem,Voo Regular,Nenhum,,,,,,,,,,5.0,142.0,,,,A319-132,154.0,AIRBUS S.A.S.,"-15,8711 -47,9186"
10455,FLY EAGLE ESC DE AVIACAO CIVIL LTDA - ME,Incidente,25/07/2022,ARAPONGAS,PR,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Silvio Name Junior (SBMG), Maringá, PR, por volta das 12h02min (UTC), para um voo local de instrução, com dois pilotos a bordo. Por volta das 12h38min (UTC), a aeronave perdeu contato rádio com os órgãos de controle, e realizou pouso preventivo no aeródromo de Arapongas (SSOG), às 12h41min (UTC).",PRVJO,PRI,FLY EAGLE ESC DE AVIACAO CIVIL LTDA - ME,SCF-NP,Cruzeiro,Voo de Instrução,Nenhum,,,,,,,,,,2.0,,,,,152,2.0,CESSNA AIRCRAFT,"-23,4292 -51,4233"
10456,O.V.D. IMPORTADORA E DISTRIBUIDORA LTDA,Incidente,10/08/2022,SOROCABA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Afonso Pena (SBCT), Curitiba, PR, com destino ao Aeródromo Congonhas (SBSP), São Paulo, SP, a fim de realizar um voo privado, com dois pilotos e dois passageiros a bordo. Durante a aproximação para SBSP houve uma falha no sistema hidráulico e foi iniciada aproximação perdida. Após vetorações do controle e gerenciamento da tripulação, foi decidido pousar no Aeródromo de Sorocaba (SDCO), Sorocaba, SP. Durante a corrida após pouso, houve o estouro dos pneus dos trens principais.",PPOVD,TPP,O.V.D. IMPORTADORA E DISTRIBUIDORA LTDA,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,2.0,2.0,,,,EMB-505,10.0,EMBRAER,"-23,4778 -47,49"
10457,AEROCLUBE DO ESTADO DE MINAS GERAIS - ACEMG,Incidente Grave,19/08/2022,BELO HORIZONTE,MG,Sudeste,POUSO AQUÉM/ALÉM DA PISTA,"A aeronave decolou do aeródromo Carlos Prates (SBPR), Belo Horizonte,MG, por volta de 19h00min(UTC), com um instrutor e um aluno a bordo, a fim de realizar voo local de instrução. Durante o arredondamento para o pouso na cabeceira 27 de SBPR, a aeronave excedeu o limite lateral esquerdo da pista, realizando o toque na área gramada.",PRRMY,PRI,AEROCLUBE DO ESTADO DE MINAS GERAIS - ACEMG,USOS,Pouso,Voo de Instrução,Nenhum,,,,,,,,,,2.0,,,,,152,2.0,CESSNA AIRCRAFT,"-19,9092 -43,9892"
10458,CHB ESCOLA DE AVIACAO CIVIL LTDA,Incidente Grave,19/08/2022,BELO HORIZONTE,MG,Sudeste,POUSO AQUÉM/ALÉM DA PISTA,"A aeronave decolou do aeródromo Carlos Prates (SBPR), Belo Horizonte,MG, por volta de 19h00min(UTC), com um instrutor e um aluno a bordo, a fim de realizar voo local de instrução. Durante o arredondamento para o pouso na cabeceira 27 de SBPR, a aeronave excedeu o limite lateral esquerdo da pista, realizando o toque na área gramada.",PRRMY,PRI,CHB ESCOLA DE AVIACAO CIVIL LTDA,USOS,Pouso,Voo de Instrução,Nenhum,,,,,,,,,,2.0,,,,,152,2.0,CESSNA AIRCRAFT,"-19,9092 -43,9892"
10460,AR COBRANÇAS E PARTICIPAÇÕES SOCIETÁRIAS LTDA,Incidente,19/10/2022,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Sílvio Name Júnior (SBMG), Maringá, PR, com destino ao Aeródromo de Congonhas (SBSP), São Paulo, SP, para um voo privado, com dois tripulantes a bordo. Após o pouso, houve o estouro do pneu do trem de pouso principal direito.",PRPRI,TPP,AR COBRANÇAS E PARTICIPAÇÕES SOCIETÁRIAS LTDA,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,2.0,,,,,58,6.0,BEECH AIRCRAFT,"-23,3734 -46,3923"
10461,AZUL,Incidente,03/01/2022,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto de Congonhas (SBSP), São Paulo, SP, com destino ao Aeroporto de Confins-Tancredo Neves (SBCF), Belo Horizonte, MG, a fim de realizar transporte aéreo público regular, com cinco tripulantes e cento e doze passageiros a bordo.Durante a subida ocorreu uma falha de pressurização de cabine, em condições de gelo. A tripulação iniciou descida para o FL100 e o sistema retornou sua operação normalmente.",PRAXG,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,5.0,112.0,,,,ERJ 190-200 LR,125.0,EMBRAER,"-23,6261 -46,6564"
10463,ÁGUAS CLARAS AVIAÇÃO AGRÍCOLA LTDA,Acidente,09/02/2022,SANTA JULIANA,MG,Sudeste,PERDA DE CONTROLE EM VOO,"A aeronave decolou da pista Fazenda Juliana (ZZZZ), MG, para operação agrícola com um tripulante à bordo. Após a corrida de decolagem a aeronave caiu próximo a cabeceira oposta.",PRTAR,S05,ÁGUAS CLARAS AVIAÇÃO AGRÍCOLA LTDA,LOC-I,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,AT-502B,1.0,AIR TRACTOR,"-47,4656 -19,4839"
10464,TOM AVIAÇÃO AGRÍCOLA LTDA,Acidente,09/02/2022,SANTA JULIANA,MG,Sudeste,PERDA DE CONTROLE EM VOO,"A aeronave decolou da pista Fazenda Juliana (ZZZZ), MG, para operação agrícola com um tripulante à bordo. Após a corrida de decolagem a aeronave caiu próximo a cabeceira oposta.",PRTAR,S05,TOM AVIAÇÃO AGRÍCOLA LTDA,LOC-I,Decolagem,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,AT-502B,1.0,AIR TRACTOR,"-47,4656 -19,4839"
10465,NEW FLY AVIACAO AGRICOLA LTDA,Acidente,24/02/2022,BALSAS,MA,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou da APUA na Fazenda Serra Branca, Balsas, MA, às 13h00min (UTC) a fim de realizar voo local de aplicação de sementes na plantação da própria Fazenda, com um piloto a bordo. Durante o voo a aeronave perdeu potência e realizou um pouso forçado na lavoura de soja.",PTAYC,S05,NEW FLY AVIACAO AGRICOLA LTDA,SCF-PP,Manobra,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,EMBRAER,"-8,84904 -46,8054"
10472,MOISES ALCAZAR,Acidente,06/11/2022,LUZIÂNIA,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"Com intenção de cheque do motor, durante corrida na pista de taxi do Aeroporto Brigadeiro Araripe Macedo (SWUZ), no município de Luziânia, GO, por volta das 11h30min (UTC), houve estouro do pneu do trem de pouso dianteiro, seguido de contato do cubo da roda com o solo, vindo a pilonar a aeronave. Segundo observadores, haviam duas pessoas a bordo, não houve comunicação de ocorrência e a aeronave foi imediatamente desmontada.",PUNNI,PET,MOISES ALCAZAR,SCF-NP,Táxi,Voo Privado,,,,,,,,,,,,,1.0,,1.0,CONQUEST 180,2.0,,"-16,1543 -47,581"
10473,MOISES ALCAZAR,Acidente,06/11/2022,LUZIÂNIA,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,"Com intenção de cheque do motor, durante corrida na pista de taxi do Aeroporto Brigadeiro Araripe Macedo (SWUZ), no município de Luziânia, GO, por volta das 11h30min (UTC), houve estouro do pneu do trem de pouso dianteiro, seguido de contato do cubo da roda com o solo, vindo a pilonar a aeronave. Segundo observadores, haviam duas pessoas a bordo, não houve comunicação de ocorrência e a aeronave foi imediatamente desmontada.",PUNNI,PET,MOISES ALCAZAR,LOC-G,Táxi,Voo Privado,,,,,,,,,,,,,1.0,,1.0,CONQUEST 180,2.0,,"-16,1543 -47,581"
10485,AEROCLUBE DE BRAGANÇA PAULISTA,Incidente,23/01/2022,BRAGANÇA PAULISTA,SP,Sudeste,COLISÃO COM AVE,"A aeronave decolou do Aeródromo Estadual Arthur Siqueira (SBBP), Bragança Paulista, SP, para voo local de instrução com instrutor e aluno a bordo. Durante a subida, colidiu com um pássaro. O instrutor pousou normalmente em frente ainda sobre a pista.",PRJBB,PRI,AEROCLUBE DE BRAGANÇA PAULISTA,BIRD,Subida,Voo Privado,Nenhum,,,,,,,,,,2.0,,,,,152,2.0,CESSNA AIRCRAFT,"-22,9792 -46,5375"
10486,PACHU AVIACAO AGRICOLA LTDA,Acidente,22/01/2022,PALESTINA,SP,Sudeste,OPERAÇÃO A BAIXA ALTITUDE,"A aeronave decolou da área para uso aeroagrícola da Pista Chalela, Palestina, SP, a fim de realizar um voo de aplicação de defensivo agrícola, com um tripulante a bordo. Durante aplicação, a aeronave colidiu com uma árvore, vindo a chocar-se contra o solo.",PTWXV,S05,PACHU AVIACAO AGRICOLA LTDA,LALT,Voo a baixa altura,Operação Agrícola,Substancial,,,,,,,,,,1.0,,,,,EMB-202A,1.0,EMBRAER,"-20,3569 -49,5264"
10489,HENRIQUE NILTON AIME,Incidente Grave,09/01/2022,CHAPADA GAÚCHA ,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou da fazenda Santo Antônio (zzzz), Chapada Gaúcha, MG, a fim de realizar um voo local de aplicação de produtos agrícolas, com um tripulante a bordo. Durante o voo ocorreu a falha do motor. Foi efetuado pouso de emergência em local não preparado.",PTBSO,TPP,HENRIQUE NILTON AIME,SCF-PP,Manobra,Operação Agrícola,Leve,,,,,,,,,,,,,,,EMB-202A,1.0,NEIVA,"-15,4 -45,768"
10497,CONSTRUTORA L.SALLES PARENTE LTDA,Incidente Grave,26/12/2022,SÃO LUÍS,MA,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Coronel Alexandre Raposo (SNOZ), Paço do Lumiar, MA, com destino ao Aeródromo Marechal Cunha Machado (SBSL), São Luís, MA, por volta das 20h00min (UTC), a fim de transportar pessoal, com um piloto e dois passageiros a bordo. Com cerca de dez minutos de voo, a aeronave prosseguiu para pouso na cabeceira 27 de SBSL e, após o toque, os trens principais recolheram, tendo a aeronave deslizado pelo centro da pista até sua parada total. Foi constatado que o piloto estava com o CMA vencido desde 20OUT2022 e que o plano de voo foi passado em nome de Leandro Costa Brito (CANAC 383070), o qual não estava a bordo.",PTVEF,TPP,CONSTRUTORA L.SALLES PARENTE LTDA,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,1.0,2.0,,,,EMB-810D,6.0,NEIVA,"-2,3513 -44,141"
10499,TAM,Ocorrência Anormal,12/01/2022,SALVADOR,BA,Nordeste,INCURSÃO EM PISTA,"A aeronave decolou do Aeroporto Deputado Luis Eduardo Magalhães (SBSV), Salvador, BA, com destino ao Aeroporto de Guarulhos-Governador André Franco Montoro (SBGR), São Paulo, SP, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e setenta e oito passageiros a bordo.Durante o táxi para a cabeceira da pista 10 de SBSV, a aeronave ultrapassou a barra de parada na taxiway C.",PRTYF,TPR,TAM LINHAS AEREAS S.A,RI,Táxi,Voo Regular,Nenhum,,,,,,,,,,6.0,178.0,,,,A320-214,189.0,AIRBUS S.A.S.,"-12,9086 -38,3225"
10500,JUMP MASTER LTDA,Acidente,29/10/2022,IGARASSU,PE,Nordeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo Coroa do Avião (SIFC), Igarassu, PE, por volta das 15h30min (UTC), para lançamento de paraquedistas, com um piloto e três passageiros a bordo. Após o lançamento, a aeronave iniciou a descida, quando houve variação dos parâmetros relativos ao funcionamento do motor. O piloto iniciou tráfego de emergência a 2000ft, sem obter sucesso. O pouso ocorreu a cerca de 60 metros à direita da cabeceira 02 de SIFC, tendo a aeronave pilonado após percorrer aproximadamente 15 metros no solo.",PTDAB,P50,JUMP MASTER LTDA,SCF-PP,Descida,Voo Privado,Substancial,,,,,,,,,,1.0,,,,,182K,4.0,CESSNA AIRCRAFT,"-7,504 -34,5329"
10507,MODERN TRANSPORTE AÉREO DE CARGA S.A.,Incidente,11/02/2022,MANAUS,AM,Norte,COLISÃO COM AVE,"A aeronave decolou do Aeroporto Eduardo Gomes (SBEG), Manaus, AM, com destino ao Aeroporto Viracopos (SBKP), Campinas, SP, a fim de realizar transporte aéreo regular, com dois tripulantes e um passageiro a bordo. Durante a subida ocorreu um impacto de um urubu com o motor #1. A tripulação efetuou os procedimentos previstos no checklist e o voo retornou para o aeródromo de origem.",PPYBD,TPN,MODERN TRANSPORTE AÉREO DE CARGA S.A.,BIRD,Subida,Voo não regular,Leve,,,,,,,,,,2.0,1.0,,,,737-3Y0,5.0,BOEING COMPANY,"-3,04111 -60,0506"
10508,NISSEY MÁQUINAS AGRÍCOLAS LTDA,Incidente,06/02/2022,VILHENA,RO,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo da Fazenda Grupo Nissey (SINS), município de Cáceres, MT, com destino ao Aeroporto Brigadeiro Camarão (SBVH), no município de Vilhena, RO, para realizar voo privado. Durante a corrida após pouso, foi constatado que o pneu do trem de pouso principal direito estava furado, a aeronave foi parada na pista.",PRGNI,TPP,NISSEY MÁQUINAS AGRÍCOLAS LTDA,SCF-NP,Corrida após pouso,Voo Privado,Nenhum,,,,,,,,,,1.0,5.0,,,,208B,10.0,CESSNA AIRCRAFT,"-12,6942 -60,0972"
10509,JANIS MARIA DE BRITO MARTINS,Acidente,27/02/2022,BEBEDOURO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo de Bebedouro (SDBB), Bebedouro, SP, com destino ao Aeródromo Hidrelétrica de Itumbiara (SBIT), Itumbiara, GO, para voo particular. Após a decolagem, a aeronave apresentou perda de potência, vindo a colidir com o solo.",PPXDB,PET,JANIS MARIA DE BRITO MARTINS,SCF-PP,Decolagem,Voo Privado,Substancial,1.0,1.0,,,,,,,,,,,,,EUROPA,2.0,EUROPA AVIATION,"-20,9071 -48,4642"
10510,JANIS MARIA DE BRITO MARTINS,Acidente,27/02/2022,BEBEDOURO,SP,Sudeste,PERDA DE CONTROLE EM VOO,"A aeronave decolou do Aeródromo de Bebedouro (SDBB), Bebedouro, SP, com destino ao Aeródromo Hidrelétrica de Itumbiara (SBIT), Itumbiara, GO, para voo particular. Após a decolagem, a aeronave apresentou perda de potência, vindo a colidir com o solo.",PPXDB,PET,JANIS MARIA DE BRITO MARTINS,LOC-I,Decolagem,Voo Privado,Substancial,1.0,1.0,,,,,,,,,,,,,EUROPA,2.0,EUROPA AVIATION,"-20,9071 -48,4642"
10511,AZUL CONECTA LTDA,Ocorrência Anormal,25/02/2022,JUNDIAÍ,SP,Sudeste,,"A aeronave realizava cheque de performance no solo, sem intenção de voo, quando teve perda súbita dos freios e colidiu com a mureta divisória de hangar do aeródromo.",PTMEA,TPR,AZUL CONECTA LTDA,,Operação de Solo,Voo Regular,Leve,,,,,,,,,,1.0,,,,,208B,11.0,CESSNA AIRCRAFT,"-23,18 -46,94"
10512,,Incidente,26/03/2022,UBATUBA,SP,Sudeste,OPERAÇÃO A BAIXA ALTITUDE,"O piloto realizava manobras à baixa altura sobre o mar, próximo à faixa de areia, quando o equipamento chocou-se contra as ondas.",*****,Sem matrícula,,LALT,Manobra,,,,,,,,,,,,1.0,,,,,,,,"-23,4193 -45,0378"
10513,VALFRIDO LOPES BARRETO,Incidente,16/06/2022,SÃO PAULO,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Estância Santa Maria (SSKG), Campo Grande, MS, com destino ao Aeródromo Campo de Marte (SBMT), São Paulo, SP, para voo privado, com um piloto a bordo. Na corrida após o pouso, constatou-se que o pneu da perna esquerda do trem de pouso havia estourado.",PRWGO,TPP,VALFRIDO LOPES BARRETO,SCF-NP,Corrida após pouso,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,58,6.0,BEECH AIRCRAFT,"-23,5069 -46,6341"
10514,LELIS & LELIS LOCACAO DE MAQ.EQ.LTDA-ME,Incidente,05/07/2022,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo de São Joaquim da Barra (SDJO), São Joaquim da Barra, SP, com destino ao Aeródromo Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, a fim de realizar um voo privado, com um piloto e dois passageiros a bordo. Durante a corrida após pouso, houve o estouro do pneu direito do trem principal.",PRHAZ,TPP,LELIS & LELIS LOCACAO DE MAQ.EQ.LTDA-ME,SCF-NP,Corrida após pouso,Voo Privado,Leve,,,,,,,,,,1.0,2.0,,,,G36,6.0,BEECH AIRCRAFT,"-23,2289 -45,8711"
10515,,Acidente,14/08/2022,SÃO LUÍS,MA,Nordeste,INDETERMINADO,"O paramotor sobrevoava a Praia do Calhau, São Luís, MA, por volta das 16:00h, durante um voo de recreação, quando perdeu altura e veio a colidir contra o solo.",*****,Sem matrícula,,UNK,Voo a baixa altura,Voo Privado,Substancial,1.0,,,,,,,,,,,,,,,,,"-2,48055 -44,2433"
10516,SEC.DE ESTADO DE SEG.PUB.DEF.SOC.DO PARA,Incidente,16/10/2022,SÃO GERALDO DO ARAGUAIA,PA,Norte,CONTATO ANORMAL COM A PISTA,"A aeronave decolou da Vila Sucupira, São Geraldo do Araguaia, PA, com o mesmo destino do local da decolagem, por volta das 13h20min (UTC), a fim de apoiar combate à incêndio na Serra das Andorinhas, São Geraldo do Araguaia, PA, com dois pilotos, um tripulante e um passageiro a bordo. Após o pouso e desembarque de material em uma clareira, ocorreu uma abortiva de decolagem resultando num toque brusco dos esquis contra o terreno.",PRSCL,ADE,SEC.DE ESTADO DE SEG.PUB.DEF.SOC.DO PARA,ARC,Pouso,Operação Policial,Leve,,,,,,,,,,3.0,,,,,AS 350 B2,6.0,HELIBRAS,"-6,1314 -48,3122"
10517,AZUL,Incidente,21/10/2022,GUARULHOS,SP,Sudeste,OPERAÇÕES NO SOLO,"A aeronave estava estacionada, quando, no início do desembarque, um passageiro escorregou na plataforma acoplada, ocasionando lesão em um dos dedos da mão.",PRYJC,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A.,RAMP,Estacionamento,Voo Regular,Nenhum,,,,,,,,1.0,,,,,,,A321-251NX,223.0,AIRBUS S.A.S.,"-23,2608 -46,2823"
10518,ANTÔNIO CARLOS LASSI LOPES,Incidente,25/10/2022,SANTARÉM,PA,Norte,AERÓDROMO,"A aeronave decolou do aeródromo Regional Orlando Villas Boas (SWXM), Matupá, MT, com destino ao aeródromo Alberto Alcolumbre (SBMQ), Macapá, AP, a fim de realizar transporte de pessoal, com um tripulante e seis passageiros a bordo. Durante o translado, devido a desvios em rota por fatores meteorológicos, a aeronave realizou o pouso no aeródromo Maestro Wilson Fonseca (SBSN), Santarém, PA.",PTLHJ,TPP,ANTÔNIO CARLOS LASSI LOPES,ADRM,Pouso,Voo Privado,Nenhum,,,,,,,,,,1.0,6.0,,,,C90,7.0,BEECH AIRCRAFT,"-2,2529 -54,4709"
10519,EDUARDO BRAGA ROCHA ,Incidente,25/10/2022,SANTARÉM,PA,Norte,AERÓDROMO,"A aeronave decolou do aeródromo Regional Orlando Villas Boas (SWXM), Matupá, MT, com destino ao aeródromo Alberto Alcolumbre (SBMQ), Macapá, AP, a fim de realizar transporte de pessoal, com um tripulante e seis passageiros a bordo. Durante o translado, devido a desvios em rota por fatores meteorológicos, a aeronave realizou o pouso no aeródromo Maestro Wilson Fonseca (SBSN), Santarém, PA.",PTLHJ,TPP,EDUARDO BRAGA ROCHA ,ADRM,Pouso,Voo Privado,Nenhum,,,,,,,,,,1.0,6.0,,,,C90,7.0,BEECH AIRCRAFT,"-2,2529 -54,4709"
10520,MAP,Incidente,01/11/2022,COARI,AM,Norte,CORTANTE DE VENTO / TEMPESTADE,"A aeronave decolou do aeródromo Eduardo Gomes (SBEG), Manaus,AM, com destino ao Aeródromo de Urucu (SBUY), Coari, AM, com quatro tripulantes e quarenta passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a fase de cruzeiro a aeronave foi atingida por descarga elétrica. A aeronave pousou no aeródromo de destino sem maiores intercorrências. A aeronave teve danos leves na asa esquerda.",PRPDP,TPR,MAP TRANSPORTES AEREOS LTDA,WSTRW,Cruzeiro,Voo Regular,Leve,,,,,,,,,,4.0,40.0,,,,ATR-42-500,52.0,ATR - GIE AVIONS DE TRANSPORT RÉGIONAL,"-4,5259 -65,2121"
10521,GILBERTO ROCHA PEIXOTO,Acidente,07/12/2022,LUZIÂNIA,GO,Centro-Oeste,CONTATO ANORMAL COM A PISTA,"A aeronave decolou do aeródromo Brigadeiro Araripe Macedo (SWUZ), Luziânia, GO, por volta das 14h25min (UTC), com a intenção de realizar um voo panorâmico local, com um piloto e um passageiro a bordo. Durante a manobra de pouso na cabeceira 29, a aeronave efetuou um toque brusco no solo o qual ocasionou a quebra do trem de pouso auxiliar e a saída da pista pela lateral esquerda.",PUBMR,PET,GILBERTO ROCHA PEIXOTO,ARC,Pouso,Voo Privado,Substancial,,,,,,,,,,1.0,1.0,,,,RANS COYOTE II,2.0,FLYER IND. AERONÁUTICA LTDA,"-16,1543 -47,5759"
